-1203, 1609, 16909
-1041, 1622, 17058
-1197, 1459, 19179
-1669, 1920, 21104
-1350, 2569, 20809
-803, 1692, 19164
-289, 889, 17491
-208, -16, 17182
-525, -357, 16887
-506, 1192, 15134
-589, 2016, 12811
-462, 990, 10369
-703, -230, 8652
-798, -701, 7435
-614, -843, 5894
-315, -347, 4042
-245, -291, 1632
-12, -730, -641
46, -1246, -2650
-231, -1942, -4676
-447, -1665, -6798
-771, -1519, -9091
-565, -1420, -10982
-297, -1271, -12539
-433, -1861, -14651
-371, -3475, -15970
-402, -4162, -16547
-821, -4529, -17898
-924, -4479, -18608
-1055, -3240, -18618
-1497, 1137, -18689
-2094, 4760, -19844
-1746, 5850, -21370
-191, 3867, -21510
114, 3163, -21021
-467, 3407, -20664
-896, 4690, -20281
-582, 4107, -19330
48, 2797, -17806
-269, 2797, -17213
-395, 1723, -15858
455, 338, -14350
949, -1160, -13029
1425, -1615, -10663
1483, -1583, -8100
1629, -2040, -5536
1829, -1992, -2724
1803, -2357, -85
1674, -2017, 2303
1553, -1891, 4827
1412, -1523, 7096
1312, -1596, 8814
1446, -1863, 10820
1820, -2482, 13394
1639, -1793, 14836
1165, -705, 15966
1391, -605, 17517
1242, -1075, 18335
1312, -1333, 18011
1116, -2643, 17527
1710, -3183, 18564
1473, -2322, 19898
1164, 836, 19698
502, 1894, 19331
523, 2236, 18656
733, 1139, 19621
774, 894, 19041
412, 1878, 17129
383, 1776, 14915
301, 1212, 13288
145, 1119, 12884
137, 1179, 12265
123, 1726, 9569
95, 1432, 6677
392, 583, 4218
279, 198, 2188
388, -32, 376
300, -17, -1837
117, -619, -4307
-121, -462, -6637
-244, -456, -8991
-203, -1549, -10925
-671, -2343, -12997
-1200, -2457, -14973
-1301, -1685, -16505
-696, -1148, -17154
-370, -342, -16802
-600, 1509, -16316
-882, 3028, -16687
-778, 3328, -17804
-679, 1431, -18924
-1283, 1146, -19754
-1513, 2485, -19376
-1320, 3371, -18633
-1299, 2489, -18124
-1178, 2961, -16914
-862, 3242, -16047
-367, 2124, -15084
-126, 1684, -13763
386, 1455, -11530
428, 1019, -9419
410, 720, -7030
596, 1238, -4745
701, 1382, -2484
992, 1152, 470
1047, 353, 2943
782, -590, 5222
618, -331, 8090
718, 364, 11887
164, 1621, 14311
-537, 2275, 15735
-1047, 2231, 16033
-1374, 1761, 15894
-1638, 976, 15196
-1471, 25, 14275
-1089, -704, 13763
-656, -1065, 13535
-28, -1684, 12602
-287, -2413, 10649
-1291, -4983, 8190
-1973, -4976, 6824
-2187, -2617, 5222
-2565, -570, 3711
-2847, -483, 1601
-2322, -1850, 1156
-1563, -2197, 1718
-1101, -2603, 2120
-993, -2396, 1780
-278, -2804, 790
483, -2432, -382
122, -1985, -1348
-304, -1676, -1857
-229, -2249, -1511
298, -1616, -541
-164, -1196, -73
-563, -1605, -332
-390, -2502, -583
-562, -7323, -3703
553, -551, 134
164, -829, 434
-319, -403, 142
198, -454, 133
803, -79, -29
335, -116, -81
35, -300, 88
167, -253, 68
292, -559, 128
575, -241, 180
601, -128, 29
256, -143, 93
24, -205, 112
-1094, 83, 52
-3827, -859, -527
-5198, -1552, 470
-2981, -2682, -571
-986, 248, 131
127, -23, 113
33, -208, 195
44, -101, 40
30, -97, 86
7, -103, 159
24, -115, 65
26, -105, 78
24, -124, 132
28, -119, 81
25, -124, 33
25, -136, 106
8, -146, 125
39, -142, 71
21, -126, 85
11, -132, 154
25, -129, 94
19, -132, 96
18, -149, 194
-2, -152, 175
39, -139, 195
33, -134, 251
51, -108, 195
30, -90, 135
6, -153, 51
5, -142, 84
10, -111, 25
26, -106, 76
30, -136, 139
17, -140, 143
14, -144, 84
-4, -121, 143
2, -113, 136
23, -63, 134
15, -91, 145
32, -177, 183
20, -127, 137
6, -88, 95
-6, -101, 138
32, -116, 126
35, -80, 132
36, -127, 161
22, -128, 151
-5, -109, 76
-9, -78, -8
15, -152, 126
35, -125, 92
29, -128, 85
35, -144, 156
16, -140, 95
-9, -129, 61
19, -95, 99
7, -118, 143
